Rk,Date,G,Age,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI,HIT,BLK,FOW,FOL,FO%
44,1/13/18,44,27-115,TOR_C,@,NYR,W,0,1,1,1,0,0,0,0,0,1,0,0,2,0,25,20:42,0,0,17,10,63
45,1/15/18,45,27-117,TOR_C,@,MTL,W,2,0,2,1,0,1,0,1,1,0,0,0,5,40,28,22:37,1,3,15,13,53.6
46,1/16/18,46,27-118,TOR_C,,NJD,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,21,21:50,0,0,11,13,45.8
47,1/18/18,47,27-120,TOR_C,,BOS,L,1,0,1,0,0,1,0,0,0,0,0,0,2,50,21,19:45,0,0,12,11,52.2
48,1/20/18,48,27-122,TOR_C,@,CHI,W,1,1,2,2,0,1,0,0,0,1,0,0,6,16.7,24,18:36,0,0,12,12,50
49,1/22/18,49,27-124,TOR_C,@,ARI,L-OT,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,20:53,0,1,8,10,44.4
50,1/25/18,50,27-127,TOR_C,@,VEG,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,21:52,0,1,11,9,55
51,1/30/18,51,27-132,TOR_C,,FLA,L,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,18:25,0,1,9,8,52.9
52,1/31/18,52,27-133,TOR_C,@,TOR,L,0,0,0,0,2,0,0,0,0,0,0,0,5,0,22,18:56,3,0,10,15,40
53,2/3/18,53,27-136,TOR_C,,CBJ,W,0,1,1,0,0,0,0,0,0,0,1,0,2,0,24,20:20,0,1,16,13,55.2
54,2/5/18,54,27-138,TOR_C,,NSH,L-OT,1,0,1,-1,2,0,1,0,0,0,0,0,3,33.3,23,19:48,0,0,11,9,55
55,2/8/18,55,27-141,TOR_C,@,BUF,L,1,0,1,-1,2,1,0,0,0,0,0,0,6,16.7,25,21:09,0,0,8,8,50
56,2/9/18,56,27-142,TOR_C,,DET,W,0,2,2,-4,0,0,0,0,0,0,2,0,4,0,21,23:39,0,0,10,7,58.8
57,2/11/18,57,27-144,TOR_C,,CGY,L,0,0,0,0,0,0,0,0,0,0,0,0,4,0,24,22:43,0,0,19,5,79.2
58,2/13/18,58,27-146,TOR_C,,CBJ,L,1,0,1,0,0,0,1,0,0,0,0,0,1,100,24,18:48,1,2,17,5,77.3
59,2/15/18,59,27-148,TOR_C,,NYR,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,20:21,0,0,10,12,45.5
60,2/16/18,60,27-149,TOR_C,@,CAR,W,1,0,1,2,0,1,0,0,0,0,0,0,3,33.3,24,18:13,0,1,9,11,45
61,2/19/18,61,27-152,TOR_C,,MIN,L,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,19:12,0,0,10,14,41.7
62,2/22/18,62,27-155,TOR_C,@,TOR,L-SO,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,25,18:47,1,0,13,6,68.4
63,2/24/18,63,27-157,TOR_C,@,NJD,L,0,0,0,-2,0,0,0,0,0,0,0,0,2,0,23,17:48,0,1,10,5,66.7
64,2/28/18,64,27-161,TOR_C,@,MTL,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,17:54,0,0,8,7,53.3
65,3/2/18,65,27-163,TOR_C,,MTL,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,24,22:24,0,0,11,8,57.9
66,3/3/18,66,27-164,TOR_C,@,PIT,L-OT,0,1,1,2,0,0,0,0,0,1,0,0,2,0,22,19:21,2,0,12,8,60
67,3/5/18,67,27-166,TOR_C,@,VAN,L-OT,1,1,2,-1,0,1,0,0,0,0,1,0,8,12.5,22,17:17,0,0,12,7,63.2
68,3/8/18,68,27-169,TOR_C,@,EDM,L-SO,0,0,0,0,0,0,0,0,0,0,0,0,6,0,27,19:56,1,1,15,5,75
69,3/11/18,69,27-172,TOR_C,@,CGY,W,0,2,2,2,0,0,0,0,0,2,0,0,2,0,25,19:00,0,1,12,14,46.2
70,3/15/18,70,27-176,TOR_C,,WSH,L,0,0,0,-2,0,0,0,0,0,0,0,0,2,0,18,18:12,0,0,7,9,43.8
71,3/16/18,71,27-177,TOR_C,@,WSH,L,1,0,1,-1,0,0,1,0,0,0,0,0,5,20,20,19:43,0,1,14,10,58.3
72,3/18/18,72,27-179,TOR_C,,CAR,L,0,3,3,0,2,0,0,0,0,1,2,0,4,0,22,17:47,0,0,10,11,47.6
73,3/20/18,73,27-181,TOR_C,,PIT,W,0,2,2,0,0,0,0,0,0,1,1,0,2,0,20,20:04,0,1,10,10,50
74,3/22/18,74,27-183,TOR_C,,TBL,L,0,2,2,0,0,0,0,0,0,0,2,0,3,0,19,18:47,2,0,17,7,70.8
75,3/24/18,75,27-185,TOR_C,,CHI,L,1,0,1,0,0,1,0,0,0,0,0,0,2,50,17,18:22,0,0,2,7,22.2
76,3/26/18,76,27-187,TOR_C,,FLA,L,0,0,0,-1,2,0,0,0,0,0,0,0,7,0,19,19:15,0,0,11,10,52.4
77,3/27/18,77,27-188,TOR_C,@,OTT,W,0,1,1,0,0,0,0,0,0,0,1,0,2,0,21,18:05,0,0,11,7,61.1
